page_number,response_content
292,"```json
{
  ""pageNumber"": 93,
  ""content"": ""Preflop: 3-BET SIZING WITH HALF-STACKS"",
  ""graphExplanation"": {
    ""HJ"": {
      ""Actions"": [""FOLD"", ""RAISE 2"", ""ALLIN 50""]
    },
    ""CO"": {
      ""Actions"": [""FOLD"", ""CALL"", ""RAISE 5"", ""RAISE 6"", ""RAISE 7"", ""RAISE 8""]
    },
    ""BTN"": {
      ""Actions"": [""FOLD"", ""CALL"", ""RAISE 5"", ""RAISE 6"", ""RAISE 7"", ""RAISE 8""]
    },
    ""SB"": {
      ""Actions"": [""FOLD"", ""CALL"", ""RAISE 6"", ""RAISE 7"", ""RAISE 9""]
    },
    ""BB"": {
      ""Actions"": [""FOLD"", ""CALL"", ""RAISE 6"", ""RAISE 7"", ""RAISE 8"", ""RAISE 9"", ""RAISE 10"", ""RAISE 12"", ""ALLIN 50""]
    }
  },
  ""questions"": [
    ""[NL50 6-Max Cash, 50bb] HJ opens 2, folds to BB. Which 3-bet size should BB use?""
  ]
}
```"
293,"```json
{
  ""pageNumber"": 93,
  ""content"": ""3-BET SIZING WITH HALF-STACKS"",
  ""questions"": [],
  ""graphExplanation"": ""The graph illustrates decision-making percentages from the HJ (Hijack) position facing a 3.5 BB raise with BB (Big Blind) at 1.5 BB. Actions available are colored rectangles with associated percentages: 'Allin 50,' 'Raise 12,' 'Raise 10,' 'Raise 9,' 'Raise 8,' colored in red, each with low to zero percentages indicating these are not preferred actions. 'Raise 7' has 1.2% and 'Raise 6' has 0.2%, suggesting minimal preference for these actions. The 'Call' option is in green at 29.3%, and 'Fold' is in blue at 61.8%, indicating folding is the most preferred action. Correct answer is highlighted at the bottom as B: 8 bb.""
}
```"
294,"```json
{
  ""page_number"": 93,
  ""content"": ""3-bet sizing when shortstacked comes down to a tradeoff between applying pressure and avoiding giving your opponent a good price on a shove."",
  ""graph_explanation"": ""The graph displays a 3-bet sizing matrix for HJ facing BB 3-bet. The matrix is color-coded: \n- Red indicates hands to 3-bet strongly (e.g., AA, AKo).\n- Green indicates hands that can 3-bet as bluffs or cautiously (e.g., KQo, J9s).\n- Blue shows hands that should be called or folded (e.g., 44, 54s).\n- The matrix is organized with hand combos such as pocket pairs, suited cards (e.g., AKs), and off-suit cards (e.g., AKo) spread across the grid, detailing the preflop decision-making process.""
}
```"
295,"```json
{
  ""page_number"": 93,
  ""content"": ""Facing this raise, HJ's 4-betting hands have to decide between an uncomfortable 336% pot-sized shove, or a min-raise."",
  ""graph_explanation"": {
    ""graph1"": {
      ""title"": ""3-BET SIZING WITH HALF-STACKS"",
      ""description"": ""This matrix shows HJ facing a BB 3-bet with hand ranges including: AA, AKs, AQs, AJs, ATs, KQs, KJs, KTs, K9s, QJs, QTs, J9s, T9s, 98s, 87s, 76s, and 65s. Colors represent different actions such as blue for calling, red for raising, and green for shoving. Suited and offsuit combinations are included in specific cells, e.g., AKo, AJo+, KQo in blue for calling, and red for raising with hands like K9s and A5s.""
    }
  }
}
```"
296,"```json
{
  ""Page Number"": 295,
  ""Content"": ""[8-Max MTT] You are first to act under the gun. At what stack depth should you consider opening low pocket pairs like 44?\n A: Always open 44\n B: 20 bb\n C: 30 bb\n D: 50 bb"",
  ""Questions"": ""At what stack depth should you consider opening low pocket pairs like 44?"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""UTG"": ""Fold, Raise 2, All-in 20"",
      ""UTG+1"": ""Fold, Raise 2, All-in 20"",
      ""LJ"": ""Fold, Raise 2, All-in 20"",
      ""HJ"": ""Fold, Raise 2, All-in 20"",
      ""CO"": ""Fold, Call, Raise 2, All-in 20"",
      ""BTN"": ""Fold, Call, Raise 2, All-in 20"",
      ""SB"": ""Fold, Call, Raise 3, All-in 20""
    }
  }
}
```"
297,"```json
{
  ""pageNumber"": 94,
  ""content"": ""Preflop OPENING POCKETS FROM EP Correct answer C: 30 bb"",
  ""graphExplanation"": ""The graph is a matrix labeled 'UTG 30bb RFI' and depicts which pocket hands should be opened from Early Position (EP) with a 30 big blind (bb) stack. The matrix uses a color-coding system: red indicates the hands that should be opened, while blue indicates hands that should not be opened. Examples of hands that should be opened are: AKo, KQo, QJs, and PPs like JJ, 66, and 44. Conversely, hands like 84o, J4s, and lower suited connectors like 43s are not recommended to be opened in this position at 30bb."",
  ""questions"": null
}
```"
298,"```json
{
  ""pageNumber"": 94,
  ""content"": ""Low pocket pairs have poor blockers, and derive a lot of their value from hitting a set postflop. Shorter stacks decrease the implied odds of set mining."",
  ""graphExplanation"": {
    ""graph1"": ""The graph displays a matrix of poker hands with corresponding values for opening pockets from early position (EP). The matrix uses color coding, with red indicating stronger hands that are more favorable to play, such as AKs, AQs, AJs, ATs, KQs, etc. These hands are ranked with values indicating their relative strength for opening. For example, AKs has a value of 2.63 and AQs has a value of 1.38. Weaker hands like low pocket pairs and off-suit connectors are in blue, such as 22 with a value of 0.04 and 75o with a value of 0.02.""
  }
}
```"
299,"```json
{
  ""pageNumber"": 95,
  ""content"": ""Adjusting RFI to Short Stacked\n\nBTN 15\nFold\nRaise 2\nAllin 15\n\nSB 14.5\nFold\nCall\nRaise 5\nAllin 15\n\nBB 3\nFold\nCall\nAllin 4\n\n[Spin & Go, 15-15-4] How should BTN adjust their opening range when BB is short stacked (4bb), compared to your usual strategy 15bb deep?\n\nA: Open Wider\nB: Open Tighter\nC: Same opening %, but shift to hands with better postflop playability\nD: Same opening %, but shift to hands with better blockers"",
  ""questions"": ""How should BTN adjust their opening range when BB is short stacked (4bb), compared to your usual strategy 15bb deep?"",
  ""graphExplanation"": {
    ""graph1"": ""This graph depicts the decision-making options for BTN when it's their turn to act with a stack of 15bb. They have three options: Fold, Raise to 2, and go Allin with 15bb. The graph also outlines the possible actions for the Small Blind (SB) with 14.5bb and the Big Blind (BB) with 3bb. For the SB, options include Fold, Call, Raise to 5, and Allin 15. For the BB, the actions are Fold, Call, and Allin 4.""
  }
}
```"
300,"```json
{
  ""page_number"": 95,
  ""content"": ""ADJUSTING RFI TO SHORT STACKED\nCorrect answer\nD: Same opening %, but shift to hands with better blockers"",
  ""graph_explanation"": {
    ""graph1"": {
      ""title"": ""BTN RFI 15bb effective"",
      ""description"": ""The graph displays a matrix for button (BTN) raise first in (RFI) strategy with 15 big blinds (bb) effective. Positions are labelled with various card combinations, indicating which hands to open. The red areas indicate strong hands for RFI, while blue indicates weaker hands. Each cell presents a card combination, such as Ace-King suited (AKs), depicted throughout the grid.""
    }
  }
}
```"
301,"```json
{
  ""page_number"": 95,
  ""content"": ""Let's compare the BTN's strategy when all players have 15bb to when BB is short stacked.\nWe can see the solver shift to hands with better blockers against a raise such as Ace-x/King-x."",
  ""graph_explanation"": {
    ""title"": ""BTN RFI when BB has 4bb"",
    ""details"": ""The graph represents a range of hands for the Button (BTN) Raise First In (RFI) strategy when the Big Blind (BB) has 4 big blinds (bb). It uses a color-coded system to show different frequencies: Red indicates a higher frequency of raising and includes strong hands like AKs, AQs, AJs, and weaker suited connectors like A5s, A4s, A3s. Blue indicates a lower frequency and is predominantly filled with hands like J9o, T9o, and weaker offsuit combinations. The percentages on each cell specify the exact frequency of raising with each hand.""
  }
}
```"
302,"```json
{
  ""page_number"": 95,
  ""content"": ""Preflop: Adjusting RFI to Short Stacked\n\nWhen BB shoves BTN has to call everything given the pot odds.\n\nThey use a range which both blocks and can call these shoves."",
  ""graph_explanation"": {
    ""graph1"": {
      ""description"": ""This is a range chart for Big Blind (BB) with 4 big blinds effective, facing a 2 big blinds raise from the Button (BTN). The chart displays hand combinations categorized with different colors.\n\n- Red cells (strong hands like AA, AKs, AKo, KK) indicate hands that BTN must call due to strong equity against the BB's range.\n- Green cells (e.g., ATs, KTs, QJs, etc.) represent hands that BTN can call given the pot odds and effective stack size.\n- Blue cells (e.g., 72o, 32o) indicate hands that are considered weaker and would be folded in this scenario.\n\nThis matrix shows how BTN should adjust their calling range when BB shoves with a short stack.""
    }
  }
}
```"
303,"```json
{
  ""page"": [
    {
      ""pageNumber"": 96,
      ""content"": ""PrefloP OVERCALLING THE DEEP STACKED SQUEEZE"",
      ""graphExplanation"": {
        ""graph1"": ""The graph illustrates pre-flop actions with multiple players involved. BTN (Button) has the options to fold or raise 2.5. SB (Small Blind) can fold, call, raise 11, or go all-in with 200. BB (Big Blind) can fold, raise 12, or go all-in with 200. BTN has the options to fold, call, raise 38, or go all-in with 200 again. Finally, SB can fold, call, raise 50, or go all-in with 200.""
      }
    },
    {
      ""pageNumber"": 302,
      ""content"": ""[500NL Cash, 200bb] BTN opens 2.5, SB calls, BB raises 12. BTN either calls or folds, action on SB. Should SB defend wider or tighter if BTN calls the squeeze bet?"",
      ""questions"": [
        ""Should SB defend wider or tighter if BTN calls the squeeze bet?""
      ]
    }
  ]
}
```"
304,"```json
{
  ""Page Number"": 96,
  ""Content"": ""OVERCALLING THE DEEP STACKED SQUEEZE\nSB folds 76% facing squeeze if BTN folds"",
  ""Questions"": {
    ""Question1"": ""A: SB should defend wider if BTN calls""
  },
  ""Graph Explanation"": {
    ""graph1"": {
      ""description"": ""This graph displays a matrix of poker hands and their actions when overcalling a deep stacked squeeze scenario. Each cell represents a specific combination of two cards (e.g., AKs for Ace-King suited, 22 for a pair of twos). The colors indicate the actions: folding, calling, or raising. Specific action rates are shown for hands like AQo, KQo, QTs, K9s, and 66, which are noted in different colors. The key insight is 'SB folds 76% facing squeeze if BTN folds', suggesting strategic adjustments based on the button's actions.""
    }
  }
}
```"
305,"```json
{
  ""Page Number"": 96,
  ""Content"": ""When BTN calls the squeeze, SB is getting a better price to enter the pot, but has less equity/realization going 3-ways to the flop."",
  ""Graph Explanation"": {
    ""Graph1"": {
      ""Title"": ""Preflop - Overcalling the Deep Stacked Squeeze"",
      ""Details"": ""The graph is a matrix representing SB strategy and expected value (EV) after BTN calls. The x-axis displays the card ranks and suits in combinations like AA, AKs, AKo, etc. The colors indicate different actions or EV ratings, ranging from strong (red) to weak (green). Key hands listed include AKo, KK, KQs, KJs, among others, with lighter shades indicating less favorable actions like folding or calling. The matrix shows strategic hand selections considering position and EV after the BTN's actions.""
    }
  }
}
```"
306,"```json
{
  ""Page Number"": 96,
  ""Content"": ""However, a large portion of SB's initial flatting range consists of pocket pairs.\n\nThese low/medium pocket pairs have excellent EV retention in multiway pots due to their ability to set mine.\n\nThis is especially true deep-stacked given the higher implied odds of making a set.\nFor this reason, SB continues wider when BTN calls, and tighter when BTN folds."",
  ""Graph Explanation"": {
    ""graph1"": ""The graph titled 'SB strategy + EV after BTN calls' illustrates the preflop strategy for the Small Blind (SB) after the Button (BTN) calls in a deep stacked scenario. The chart uses color coding to denote different actions. Light blue indicates premium hands like pocket Aces (AA) and Kings (KK) for strong play. Green squares represent suited connectors and small to medium pocket pairs like 77 and 66 for set mining in multiway pots. Occasional red squares like for AQo and KQo represent more cautious play, likely implying folds. Overall, the graph shows a strategic emphasis on pocket pairs and suited connectors due to their implied odds benefit in deep stack play.""
  }
}
```"
307,"```json
{
  ""page_number"": 97,
  ""content"": ""[Preflo Complicating your short stacked RFI strategy]\nMTT Avg. 25bb\n  • ChipEV\n  • With limps"",
  ""questions"": ""Why does limping improve the strategy? Find the FALSE statement:\nA: So they can continue wider\nB: Because it's higher EV\nC: Different parts of your range benefit from different sizes\nD: It's less exploitable""
}
```"
308,"```json
{
  ""Page Number"": 97,
  ""Content"": ""Correct answer\nA: So it can continue wider is FALSE\nLimping does allow you to continue wider, but simply getting to play more hands isn’t a good reason by itself. What matters is the overall return of the strategy."",
  ""Graph Explanation"": {
    ""graph1"": ""The graph titled 'SB Strategy without Limp' is a matrix showing different small blind strategies. Each cell represents a hand combination with specific actions and frequencies. The graph uses color coding, with red indicating one type of action (likely aggressive actions like raising) and blue another (likely passive actions such as folding or calling). The numbers within the cells indicate the frequency of choosing that action for each hand combination (e.g., AKo, Q7o, etc.). High-frequency hands for aggressive action include AKo, AQo, while lesser frequencies might be applied to hands like 72o or 52o.""
  }
}
```"
309,"```json
{
  ""page_number"": 97,
  ""content"": ""Complicating Your Short Stacked RFI Strategy\n\nLet's compare the EV of the raise/fold strategy against the EV of a limp/raise/fold SB strategy:"",
  ""graph_explanation"": {
    ""title"": ""SB Strategy with Limp"",
    ""description"": ""This graph shows a matrix of expected value (EV) for small blind strategy when incorporating limps. The grid presents specific hand combinations such as AKs (Ace King suited), 77 (Pair of Sevens), etc., with associated EV values like 1.43, 0.37, 0.12, etc. The colors signify different levels of playability or EV, with typical color gradations from negative to positive EV represented by red to green shades. Cards are presented in traditional poker notation (e.g., AKo for Ace King offsuit, 76s for Seven Six suited).""
  }
}
```"
310,"```json
{
  ""Page Number"": 97,
  ""Content"": ""Let's compare the EV difference.\n\nHere we see that adding limps adds value to the middle and bottom of your range, while the raise/fold strategy strictly benefits the top of your range at the cost of everything else."",
  ""Graph Explanation"": ""The graph illustrates the EV complex strategy minus the EV simple strategy using a matrix format with card ranks from Ace to 2 on both axes. Each cell displays a numerical value indicating EV differences for combinations of hands. Negative values (in red) highlight less favorable hands while positive values (yellow) suggest increased EV. High negative values are seen for top pairs like Ace pairs (-1.00), suggesting a decreased EV compared to the simple strategy. Conversely, middle-ranked combinations exhibit positive values, indicating added value from limping.""
}
```"
311,"```json
{
  ""Page Number"": 98,
  ""Content"": ""[HU Cash, 100bb] Let's examine two hands within a HU opening range - K7o and 43s. Both of these hands have 0.22 EV. Which of these hands derive more of their EV from stealing the blinds? Which of these hands derive more EV from postflop play?"",
  ""Questions"": ""Which of these hands derive more of their EV from stealing the blinds? Which of these hands derive more EV from postflop play? A: About the same B: 43s derives more EV from stealing the blinds, K7o derives more EV from postflop play C: K7o derives more EV from stealing the blinds, 43s derives more EV from postflop play""
}
```"
312,"```json
{
  ""page_number"": 98,
  ""content"": ""WHERE DOES EV COME FROM? Correct answer C: K7o derives more EV from stealing the blinds, 43s derives more EV from postflop play"",
  ""questions"": null,
  ""graph_explanation"": {
    ""graph1"": {
      ""title"": ""BB response to SB RFI"",
      ""subtitle"": ""Blocker comparison"",
      ""categories"": [
        ""Default"",
        ""Block K7o"",
        ""Block 43s""
      ],
      ""bars"": {
        ""BB fold"": [""36%"", ""38%"", ""34%""],
        ""BB Call"": [""37%"", ""37%"", ""38%""],
        ""BB 3bet"": [""27%"", ""26%"", ""29%""]
      },
      ""context"": ""BB vs SB open""
    }
  }
}
```"
